사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-05,9호선,4104,신방화,8,0,"4,184",729,"9,903","2,273","23,194","3,713","22,731","8,481","12,509","5,594","8,918","5,018","7,951","5,447","8,584","6,479","8,717","6,799","8,132","6,762","8,274","9,246","8,546","9,811","8,276","12,438","8,883","21,052","5,129","19,208","4,264","11,176","3,582","10,171","3,089","9,330","1,067","6,281",0,162,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4105,마곡나루(서울식물원),3,0,"3,206",598,"7,491","4,607","22,499","8,326","23,459","27,560","11,876","15,044","8,328","9,355","8,892","8,344","10,449","9,505","11,197","9,976","11,132","10,199","11,801","11,008","13,713","11,982","20,648","17,227","28,674","27,489","13,946","25,115","11,463","14,969","11,365","12,193","10,155","12,460","4,356","8,973",50,790,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4106,양천향교,0,0,"3,727",877,"7,803","4,855","22,624","8,579","23,563","28,374","13,200","14,698","9,410","7,632","9,698","7,074","10,874","8,305","10,620","8,428","10,253","9,462","11,431","8,963","12,750","10,512","16,078","14,130","24,256","21,851","11,007","21,314","6,680","14,074","6,111","11,352","4,451","11,635","1,676","8,753",6,134,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4107,가양,33,0,"13,385","1,587","21,784","8,753","62,044","19,747","64,975","34,767","37,255","21,519","26,495","14,177","25,202","16,016","26,132","16,627","25,330","19,907","22,657","21,988","23,454","23,314","26,506","29,412","32,660","35,020","37,924","59,087","19,344","53,815","13,490","32,150","11,506","29,693","8,909","27,721","2,882","18,536",7,"1,115",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4108,증미,1,0,"1,989",671,"5,892","2,416","16,946","5,880","17,200","27,027","9,459","10,022","6,973","5,878","7,015","5,608","7,350","6,156","7,627","6,705","7,461","7,027","7,647","8,386","8,089","8,073","11,709","9,734","25,139","17,071","7,912","15,656","5,208","8,117","4,462","6,900","3,371","6,275","1,257","4,204",2,150,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4109,등촌,2,1,"4,425",746,"10,981","3,899","31,842","6,295","38,042","14,934","18,372","10,074","13,486","8,069","13,085","8,314","13,398","9,447","13,265","11,078","12,326","11,203","12,669","14,640","13,324","15,563","14,459","21,180","15,820","33,511","8,579","29,686","6,667","16,730","5,557","13,305","4,369","12,755","1,942","8,748",0,32,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4110,염창,7,0,"10,151",567,"22,222","4,345","63,911","7,184","70,021","18,229","38,204","10,480","22,776","8,726","19,566","9,012","20,627","11,850","19,926","13,072","16,668","14,393","15,424","18,295","16,446","21,837","18,898","35,570","21,969","60,405","12,007","55,421","9,247","34,310","8,283","29,064","6,866","28,550","2,576","20,974",3,751,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4111,신목동,2,0,"1,454",273,"5,021","1,944","16,036","2,617","14,538","4,805","6,928","2,814","4,567","1,709","4,190","2,267","4,615","2,914","4,222","3,295","3,687","3,323","3,830","3,447","4,553","4,675","5,706","6,341","5,571","11,991","2,782","10,028","1,903","5,765","1,817","5,683","1,599","5,783",556,"3,525",1,92,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4112,선유도,4,0,"1,428","1,424","4,278","5,315","15,708","9,160","17,333","33,059","8,242","13,822","5,494","6,024","6,053","6,473","6,713","5,913","7,032","6,956","7,126","7,379","8,049","7,447","10,589","8,009","16,948","9,568","30,435","16,475","11,878","13,555","7,021","6,929","6,250","5,866","4,755","5,386","1,802","3,535",0,100,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4113,당산,37,0,"6,276","1,401","14,688","6,177","41,380","13,062","48,825","34,857","28,586","20,475","19,976","13,476","20,513","14,600","22,574","16,042","22,141","17,854","20,755","18,374","20,550","19,923","22,293","22,749","28,829","35,780","41,454","57,375","22,453","43,636","18,225","27,666","17,817","25,208","15,756","25,364","7,065","17,739",7,"1,020",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4114,국회의사당,4,0,703,"1,326","1,385","7,441","2,950","35,647","5,689","121,290","4,858","62,372","6,242","18,240","8,541","13,798","11,127","12,045","12,163","14,329","15,157","10,751","16,943","8,561","20,489","7,450","55,699","9,367","99,414","9,816","34,359","6,518","19,508","3,655","18,185","2,936","13,089","2,191","3,584","1,589",1,9,1,1,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4115,여의도,5,0,"2,451","1,897","3,455","20,040","7,558","101,823","9,097","128,180","9,076","48,529","9,616","18,733","14,015","19,529","14,177","18,220","18,159","19,840","19,008","16,866","23,173","15,702","32,827","15,207","93,411","17,282","120,506","21,871","51,077","14,593","34,056","8,293","31,711","6,849","20,610","6,669","5,890","3,966",2,276,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4116,샛강,15,0,989,859,"1,844","4,553","3,831","12,823","5,046","25,104","3,689","11,445","3,514","6,636","4,268","5,776","4,493","5,550","5,461","6,036","6,103","5,954","7,381","5,041","9,076","5,581","15,229","6,924","23,951","10,088","9,287","6,182","6,721","3,723","6,176","2,762","5,281","2,788","2,306","1,748",2,37,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4117,노량진,219,1,"13,531","2,380","20,684","21,454","51,154","51,201","76,888","68,136","43,896","36,146","26,996","23,749","27,142","23,035","30,942","30,350","34,567","33,577","30,707","28,158","30,338","31,544","34,805","35,426","43,693","51,570","58,271","77,853","31,424","55,018","30,080","35,719","37,360","33,654","51,842","31,400","12,220","22,669",8,"1,184",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4118,노들,15,1,"2,985",222,"4,366","1,407","13,536","1,962","17,316","3,431","10,063","2,650","6,515","3,309","5,617","2,969","5,730","3,331","5,896","4,264","5,378","4,142","4,831","5,682","5,146","6,117","5,735","7,963","5,580","13,825","3,456","10,670","2,677","6,469","2,289","6,502","2,069","5,472",748,"3,943",0,48,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4119,흑석(중앙대입구),5,1,"3,060",705,"5,261","4,295","13,743","8,934","18,105","13,019","11,587","11,027","9,163","9,209","9,629","7,833","10,587","9,151","10,656","10,716","10,535","9,099","11,227","11,151","12,208","12,235","15,977","15,249","15,119","23,489","8,898","16,718","7,615","11,160","6,750","9,045","7,094","9,376","3,078","6,608",0,45,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4120,동작(현충원),6,0,903,198,"1,489","1,392","4,108","1,517","5,569","2,742","3,212","2,398","2,411","2,317","2,860","2,065","2,970","1,901","2,898","2,179","2,772","2,414","2,946","2,003","3,438","1,965","3,453","2,574","3,829","4,106","1,873","2,725","1,467","1,799","1,296","1,747","1,133","1,630",434,"1,046",3,"1,772",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4121,구반포,1,0,476,218,"1,447","1,661","3,312","3,079","4,471","6,479","3,075","5,439","2,759","3,203","2,898","3,666","3,235","4,090","3,856","4,520","4,158","4,179","4,398","4,505","5,190","4,338","5,790","5,047","8,237","7,157","4,742","4,870","3,581","2,921","3,040","2,588","2,741","2,664",756,"1,779",0,79,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4122,신반포,1,0,397,213,"1,616","2,326","4,369","4,709","5,326","7,488","3,462","4,616","2,581","2,984","2,641","2,619","2,897","2,926","3,484","3,846","3,391","3,502","4,390","3,806","5,715","3,744","6,588","4,631","7,219","6,693","4,385","4,986","3,258","2,884","2,796","2,429","2,372","2,459",812,"1,657",4,29,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4123,고속터미널,16,0,"1,774","1,103","4,046","10,747","12,520","16,135","16,180","23,752","12,285","24,102","10,719","23,791","13,109","25,173","15,354","26,394","16,780","28,730","17,990","28,997","21,047","29,964","25,163","30,191","28,767","33,462","29,967","39,807","25,757","28,086","24,033","16,686","18,910","13,161","16,879","11,404","5,885","6,561",0,111,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4124,사평,6,0,752,158,"2,338","2,445","7,254","3,673","7,655","5,434","4,760","2,644","3,289","2,098","3,233","2,172","3,411","2,543","3,755","3,181","3,416","3,416","3,833","3,274","5,621","4,217","5,767","5,596","5,857","8,049","3,466","6,464","2,106","3,707","1,698","3,290","1,310","3,269",488,"2,049",0,1,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4125,신논현,35,0,"4,562","1,598","11,778","14,202","26,333","40,317","35,232","81,808","24,295","88,330","20,052","49,292","24,299","38,329","29,322","36,750","34,342","43,262","36,690","39,449","40,798","37,756","50,153","40,515","70,639","51,170","98,860","81,538","71,211","53,278","53,175","27,237","57,406","22,099","53,401","18,632","20,818","11,638",7,"1,341",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4201,서울역,74,1,"1,810",571,"1,592","6,111","6,775","12,034","9,913","17,412","5,961","14,393","5,947","10,124","7,117","9,308","9,971","10,169","10,039","9,152","7,803","9,090","11,706","9,290","13,990","10,156","17,644","10,737","21,973","13,059","15,521","10,252","12,060","6,186","12,240","5,371","8,899","3,789","3,837","1,654",7,"1,292",0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4202,공덕,28,0,899,142,"1,463","1,035","4,208","2,487","4,236","8,137","2,627","4,783","1,579","2,420","1,762","2,384","2,019","2,665","2,192","2,787","1,975","2,541","2,305","2,730","2,494","3,114","3,868","4,894","6,691","8,847","3,450","5,881","2,376","3,194","2,691","2,873","1,998","2,796","1,141","1,794",53,883,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4203,홍대입구,63,3,"2,273",399,"2,949","2,382","6,669","5,528","9,097","17,028","5,705","16,175","4,573","10,698","5,564","10,795","7,003","14,584","8,433","14,857","8,626","14,673","10,490","13,670","13,378","13,659","18,713","17,097","23,739","22,048","18,403","15,727","17,296","8,171","19,730","6,513","19,958","5,407","8,159","3,965",575,"1,148",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4204,디지털미디어시티,45,2,"2,326",668,"4,823","4,085","13,764","22,014","15,854","71,913","8,691","33,115","6,105","11,188","6,388","8,182","7,306","8,452","8,464","9,681","8,576","7,584","10,366","7,767","13,413","8,485","29,773","11,660","72,981","18,910","29,722","13,642","16,309","7,983","14,145","6,335","11,402","5,719","4,673","3,465",320,"1,189",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4206,마곡나루(서울식물원),6,0,"1,209",584,"2,717","6,321","8,233","14,288","9,314","40,666","4,575","19,942","3,102","5,661","3,543","3,532","4,428","3,844","4,189","4,055","4,190","3,763","6,029","3,687","10,949","4,252","31,812","6,140","33,513","10,520","13,717","7,324","8,405","4,240","6,466","3,984","4,336","4,137","1,695","2,424",224,"2,340",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4207,김포공항,12,0,"1,644","1,273","2,880","7,722","5,853","13,680","9,195","15,501","10,992","8,780","12,387","6,636","12,858","7,039","12,717","8,443","14,790","9,391","14,701","7,852","14,080","6,533","12,581","8,685","19,311","9,133","21,575","9,160","15,158","5,692","14,749","3,057","13,356","1,804","14,033","1,403","1,009",887,115,467,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4208,계양,2,0,"6,222",592,"16,710","2,676","44,916","3,143","39,451","4,811","19,878","4,141","12,701","3,402","11,335","3,939","11,162","4,650","9,932","5,855","7,981","6,959","7,626","8,394","8,900","10,914","9,462","16,797","7,560","33,124","4,572","32,840","3,452","20,434","3,083","17,008","2,191","16,499",848,"9,635",150,"2,347",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4209,검암,609,13,"6,228",386,"13,199","2,134","33,275","6,377","25,735","11,930","12,395","4,396","8,241","3,771","7,935","3,762","8,022","4,576","6,895","5,288","6,367","5,866","6,143","6,564","7,355","8,496","8,695","12,344","12,507","23,530","4,880","25,315","4,004","14,907","3,287","11,937","2,391","12,589",991,"7,839",154,"4,023",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4210,청라국제도시,37,1,"2,878",85,"13,468","3,524","25,401","6,239","15,559","13,924","8,017","3,502","5,651","2,513","6,084","2,524","6,189","3,657","5,461","3,998","4,791","3,920","5,327","4,707","6,655","5,979","9,785","8,306","15,728","16,917","4,473","19,866","3,231","10,634","2,775","9,179","2,388","8,882",733,"6,759",89,"1,836",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4211,운서,16,2,"5,625",293,"8,497","4,777","15,092","7,408","15,887","11,677","7,365","8,806","7,571","4,899","8,632","4,976","8,902","5,131","7,617","6,336","7,805","6,114","7,907","7,910","9,703","8,391","13,359","11,695","11,251","18,109","6,184","14,249","5,722","10,725","5,527","10,394","4,273","9,246","1,771","7,009",227,"3,021",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4212,공항화물청사,0,0,389,462,"1,113","6,757","1,613","11,852","2,354","20,740","1,524","3,954",597,"1,979",671,"2,982","1,102","3,090","1,468","1,405","2,130",876,"2,695",787,"4,796","1,333","8,490","1,180","15,811",877,"4,362","1,072","2,257","1,718","2,304",847,"2,364",282,632,121,2,43,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4213,인천공항1터미널,0,0,679,"2,760","1,792","5,422","2,738","11,808","5,915","19,381","4,279","4,822","1,489","4,194","2,262","6,450","3,248","6,509","4,754","4,311","5,053","3,909","6,880","3,382","6,164","4,182","11,725","6,151","18,117","2,538","6,628","1,944","4,495","1,918","5,364","1,486","2,626",807,348,497,4,374,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4215,인천공항2터미널,0,0,591,"1,515","1,072","3,292","1,472","7,105","3,403","8,816","2,723","2,063",742,"1,544",771,"1,942","1,054","3,343","1,787","1,668","1,917","1,250","2,772","1,364","3,073","1,629","6,129","3,267","9,622","1,087","3,466",618,"3,000",540,"2,853",905,"1,420",328,308,189,0,245,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,공항철도 1호선,4217,영종,5,0,"1,871",222,"5,273","1,492","8,645","2,121","7,362","3,095","5,073","2,296","4,336","1,917","4,360","2,792","4,451","3,078","3,788","3,232","3,587","3,446","4,049","3,795","4,234","3,830","4,515","5,463","3,441","7,151","2,426","8,621","2,076","5,583","1,695","5,443","1,087","4,769",568,"3,638",105,"1,877",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4126,언주,2,0,"1,073",937,"2,048","6,923","4,951","15,238","7,054","42,806","6,308","33,718","6,152","15,299","7,326","9,538","9,012","8,655","8,944","10,204","10,392","9,134","11,951","8,437","15,606","7,914","26,300","9,538","42,261","10,956","21,924","8,747","12,524","5,575","10,939","4,930","7,962","3,817","2,613","2,816",4,211,0,0,0,1,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4127,선정릉,2,0,"1,013",916,"3,353","4,948","7,162","13,505","8,396","44,941","5,875","38,309","5,151","15,163","6,127","10,813","7,222","9,594","8,277","10,307","9,285","9,448","9,996","8,251","12,673","8,759","20,778","10,293","41,189","12,551","25,660","9,402","13,244","5,865","11,775","5,848","10,266","5,522","3,199","2,795",8,68,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4128,삼성중앙,2,0,700,350,"2,253","3,521","4,446","12,148","5,011","32,163","4,414","21,879","4,067","9,545","4,541","5,507","5,180","5,347","5,901","6,249","6,590","5,173","7,393","5,924","9,152","5,432","15,913","6,917","31,610","9,682","15,332","6,874","8,201","4,405","7,720","3,435","5,743","3,020","1,988","2,337",0,18,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4129,봉은사,2,0,"1,374","1,220","4,169","9,849","8,003","27,532","8,320","79,046","7,208","54,256","6,896","22,448","9,853","20,083","11,941","17,786","14,629","18,638","16,853","17,218","19,694","14,625","24,781","15,111","44,542","15,642","72,573","18,061","40,222","13,014","26,609","6,816","24,012","5,536","16,179","4,566","4,284","2,802",0,4,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4130,종합운동장,5,0,"1,085",278,"3,051","1,655","7,977","3,710","8,850","7,677","5,968","5,657","3,954","3,665","4,212","3,515","4,355","3,971","4,975","4,535","4,931","4,531","4,942","4,892","6,349","5,340","7,891","7,633","9,730","13,252","6,002","9,517","5,140","5,804","5,843","4,966","5,167","4,345","2,274","2,956",0,43,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4131,삼전,2,0,"3,171",403,"5,385","2,082","14,221","2,902","23,390","8,025","15,857","5,830","8,676","4,594","7,382","4,402","7,931","5,489","8,045","5,707","7,169","6,802","6,873","6,851","7,455","8,399","8,227","13,009","10,742","19,406","6,415","18,572","4,886","11,166","4,127","9,876","3,784","9,229","1,356","8,258",0,265,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4132,석촌고분,7,0,"2,106",248,"3,975","1,684","11,671","3,109","19,764","8,429","12,721","6,377","7,143","4,155","6,448","3,988","6,602","4,949","6,962","5,188","6,334","5,532","6,188","6,673","7,092","7,113","7,652","10,398","10,207","17,452","5,873","14,421","3,982","9,773","3,702","8,404","3,406","7,535","1,033","5,093",1,28,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4133,석촌,4,0,"2,691",170,"6,837","1,674","18,141","3,933","23,232","7,064","14,999","6,892","9,542","6,011","8,617","5,927","8,931","6,258","9,256","7,467","8,640","7,084","8,655","7,663","9,546","9,318","11,314","12,725","12,819","20,782","8,369","19,357","7,072","10,670","7,147","10,613","6,676","10,076","2,316","5,073",1,16,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4134,송파나루,0,0,"1,658",150,"2,914","1,749","9,011","3,018","12,093","6,921","7,653","5,327","4,259","3,831","4,600","4,482","4,661","5,055","5,167","6,237","5,032","5,335","4,802","5,868","5,445","7,219","6,511","9,226","8,552","15,045","5,061","12,695","5,094","6,067","5,497","5,305","4,380","4,701","1,336","3,653",0,5,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4135,한성백제,0,0,670,147,"2,013",849,"5,039","1,399","6,775","3,987","3,976","3,084","2,542","2,029","2,428","2,173","2,764","2,389","2,876","2,354","2,907","2,801","3,260","2,491","3,850","3,104","4,521","3,619","5,173","5,678","2,896","5,163","2,165","3,060","2,072","2,644","1,535","2,493",447,"1,665",0,2,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선2~3단계,4136,올림픽공원(한국체대),0,0,"1,021",285,"5,504","3,796","11,991","3,391","14,571","10,479","9,390","5,881","5,680","4,892","5,362","5,023","5,884","5,916","6,071","6,376","5,977","6,845","6,887","6,496","9,108","6,863","11,516","9,317","13,530","14,053","6,436","12,006","4,334","8,414","3,727","7,425","3,103","8,130","1,162","4,319",0,24,0,0,0,0,0,0,2020-06-03 11:49:09
