사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-05,장항선,1405,배방,65,0,833,234,"1,246",612,"1,986",923,"2,066","1,545","1,438","1,445","1,146","1,118","1,508",899,"1,597","1,462","1,369","1,235","1,588","1,136","1,532","1,323","1,469","1,793","1,905","2,031","2,210","2,130","1,459","2,278",921,"1,751",904,"1,413",477,"1,130",431,"1,031",23,74,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,장항선,1407,온양온천,424,3,"1,687",629,"3,291","1,909","6,198","3,444","7,216","7,416","6,921","4,441","5,147","7,061","6,781","7,292","6,450","8,619","7,816","5,590","8,371","6,350","7,414","6,478","6,402","6,255","6,780","7,177","7,374","6,876","3,947","6,928","2,816","4,847","2,545","3,889","1,491","3,383",948,"2,275",71,493,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,장항선,1408,신창(순천향대),261,1,440,123,946,409,"1,792","1,605","1,194","6,112","1,721","1,653","1,681","1,682","2,276","1,713","2,653","2,243","2,368","1,566","3,054","1,764","3,156","1,752","3,494","1,646","3,800","2,306","3,717","2,091","1,771","2,284","1,351","1,929","1,064","1,914",540,"1,935",369,"1,135",13,237,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1251,서울역,4,2,810,15,883,"5,312","1,901","17,193","2,405","32,928","1,459","15,217","1,261","5,784","1,572","4,033","2,315","3,486","2,823","4,664","3,164","2,080","3,729","3,166","6,216","2,311","15,311","5,162","23,275","4,044","10,733","2,820","6,671","2,363","3,414",862,986,130,"1,618","1,101",3,128,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1252,신촌,0,0,121,10,322,815,464,"2,833",437,"5,743",451,"2,139",481,"1,405",597,909,722,"1,543",657,"1,090",708,755,950,723,"1,703",650,"2,922","1,221","3,043","1,283","1,446",993,"1,168",614,976,279,856,89,345,288,2,57,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1261,효창공원앞,2,0,679,284,"1,487","1,887","3,741","4,108","5,545","13,773","4,046","7,554","2,485","3,179","2,485","2,691","2,852","2,630","2,951","2,535","2,827","2,968","3,172","3,063","3,672","3,428","5,430","4,250","11,694","6,252","5,521","4,969","3,037","3,637","2,487","3,273","1,973","3,082",902,"1,885",41,469,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1262,공덕,27,0,436,163,"1,684","1,566","3,871","6,214","4,215","15,134","3,124","7,411","2,496","2,800","2,730","2,813","3,059","2,654","3,608","2,481","3,797","2,972","4,027","2,681","4,515","3,364","7,589","4,241","13,703","5,728","6,333","4,226","4,693","2,613","4,653","2,446","4,252","1,919","1,977","1,254",111,422,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1263,서강대,0,0,512,100,"1,356","1,209","2,474","2,849","2,999","6,048","2,386","4,749","1,918","2,619","2,031","2,549","2,557","2,237","2,419","2,611","2,611","2,894","2,797","2,417","3,450","3,000","4,554","3,411","5,397","3,599","3,133","2,946","2,869","1,832","3,111","1,739","3,155","1,374","1,235","1,083",73,236,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1264,홍대입구,2,0,342,77,660,617,"1,215","1,701","1,362","4,859",975,"3,649",875,"2,258",931,"2,496","1,348","2,902","1,628","3,264","1,734","3,257","1,905","2,932","2,579","3,299","3,675","3,886","5,474","4,119","3,923","3,114","3,548","1,771","3,832","1,471","4,806","1,079","1,830",995,122,304,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1265,가좌,1,0,"2,061",268,"6,575","2,511","16,746","3,339","20,390","6,869","9,827","5,588","7,452","4,752","6,538","4,567","7,014","5,055","6,589","6,041","6,286","6,564","6,240","7,052","6,875","8,832","7,004","10,058","7,916","14,366","4,743","13,289","3,561","7,913","2,932","5,647","2,284","5,373",909,"3,827",48,773,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1266,디지털미디어시티,3,0,858,366,"2,182","1,502","7,561","1,917","7,294","3,118","3,628","2,257","2,693","1,751","2,592","1,519","2,818","2,010","2,554","2,403","2,647","2,446","2,817","2,575","3,386","3,102","4,159","4,265","4,452","7,906","2,721","6,344","1,736","3,452","1,584","2,780","1,401","3,109",728,"2,058",51,428,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1267,수색,1,0,605,241,"1,172","2,753","2,248","4,440","2,470","14,174","1,993","7,694","1,755","3,110","1,785","1,924","2,023","2,023","1,959","2,739","2,103","2,063","2,441","1,960","3,656","2,003","6,696","2,982","11,199","2,208","5,176","2,038","2,616","1,308","2,172",907,"1,644",995,676,658,26,165,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1268,화전,0,0,548,276,"1,140",942,"2,788","1,729","3,962","4,030","2,336","2,530","1,809","1,827","1,783","1,914","2,205","1,991","2,272","2,698","2,520","2,017","2,453","1,991","2,871","1,879","3,866","2,547","4,256","2,595","2,540","2,549","1,632","1,899","1,220","1,625",971,"1,801",544,"1,164",48,429,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1269,강매,0,0,"1,659",244,"5,005","1,026","14,637","1,032","13,798","2,693","5,971","1,391","3,966","1,264","3,443","1,535","3,496","1,824","3,065","2,074","2,731","2,232","2,448","2,776","2,566","3,605","2,793","5,242","2,923","8,627","1,335","9,090","1,002","5,392",896,"4,237",537,"4,431",204,"2,602",9,958,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1270,행신,0,0,"2,966",810,"10,816","4,070","33,132","4,142","27,880","8,357","12,440","5,849","8,700","4,349","9,322","5,333","8,885","6,112","8,039","7,271","6,968","6,658","6,797","7,840","9,469","10,033","11,077","14,914","9,001","32,396","5,628","25,561","6,207","12,891","4,442","11,071","4,602","10,376","1,983","6,116",400,"2,134",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1271,능곡,1,0,"2,155",319,"5,442","2,023","13,881","2,527","13,394","4,830","7,783","3,334","5,606","3,176","4,987","3,580","5,067","3,911","5,114","4,029","4,448","4,565","4,214","4,795","4,622","5,511","5,277","7,519","5,166","10,257","3,143","9,259","2,583","5,661","2,070","5,163","1,281","4,524",539,"3,435",56,"1,508",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1272,곡산,1,1,170,199,540,507,"1,342","1,226","1,318","2,228",884,887,659,693,737,586,585,676,618,609,701,727,"1,072",627,960,699,"1,213",866,"1,652","1,446",704,908,485,736,376,579,222,387,113,311,19,93,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1273,백마,1,0,"3,176","1,259","12,672","2,445","30,133","6,018","20,949","9,488","10,564","5,050","7,639","4,135","7,641","3,919","7,828","5,079","7,282","5,705","6,807","6,130","6,804","6,291","7,814","8,276","8,876","9,454","9,951","21,134","4,434","20,161","3,477","11,871","3,710","10,966","3,062","8,303","1,043","6,961",58,"1,525",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1274,풍산,1,0,"2,884",441,"8,452","1,608","20,065","3,494","15,916","5,991","9,621","4,782","6,757","4,264","6,684","4,869","6,908","5,255","6,660","5,833","6,424","5,324","6,662","6,146","6,770","7,151","6,872","9,711","7,434","15,318","4,250","13,841","3,829","10,355","4,354","8,237","2,587","6,668",864,"5,754",89,"1,344",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1275,일산,5,0,"5,766",935,"17,474","3,799","41,673","5,569","27,714","11,052","15,178","6,908","10,958","5,892","11,117","6,938","12,198","8,281","10,678","9,138","10,027","10,476","9,886","10,231","11,604","13,196","10,570","16,398","11,278","28,682","6,104","31,712","4,753","15,709","4,113","14,953","3,681","12,382","1,299","7,878",253,"2,879",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1276,탄현,35,1,"4,386",543,"14,748","2,695","34,522","5,361","21,250","7,740","12,403","5,646","9,624","4,398","9,109","5,084","9,005","6,028","8,502","6,054","8,112","7,005","8,410","8,149","8,482","9,481","8,927","14,409","9,835","23,014","5,561","27,213","4,790","15,229","4,432","11,826","3,501","10,602","1,315","5,985",255,"3,595",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1277,야당,12,0,"3,566",248,"10,591","2,650","19,545","4,215","16,040","6,473","8,935","5,306","7,607","3,920","6,882","4,691","7,408","5,125","6,479","5,733","6,413","6,553","7,079","7,247","7,907","7,633","8,533","13,200","7,861","18,247","5,437","16,334","5,137","11,345","5,313","8,593","4,735","8,094","2,165","4,642",446,"2,696",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1278,운정,27,0,"2,769",317,"13,110","3,422","22,531","4,992","19,327","8,245","9,365","4,004","7,819","4,094","6,653","4,192","6,861","4,858","6,701","5,481","6,220","5,477","6,372","6,551","8,066","8,313","8,721","10,348","8,673","16,654","4,391","17,290","3,601","9,789","2,658","9,383","2,005","8,212",611,"4,104",96,"1,926",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1279,금릉,44,0,"2,657",312,"6,737","2,185","14,618","3,763","10,047","8,510","6,846","4,892","5,798","4,280","6,183","3,608","6,181","4,067","6,014","5,320","5,632","5,465","5,720","5,783","6,448","7,295","7,491","8,425","8,640","12,163","4,368","12,914","3,916","6,465","3,311","6,224","2,811","5,799",946,"3,984",118,"1,888",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1280,금촌,72,0,"3,248",287,"8,690","3,683","16,469","8,455","15,545","13,618","10,615","8,408","9,151","7,266","9,311","7,387","9,790","8,734","9,999","9,448","9,345","8,629","9,800","9,657","11,243","11,257","12,099","11,928","14,281","15,002","7,228","14,657","5,912","8,706","4,692","8,571","3,162","6,405",931,"4,986",186,"2,210",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1282,월롱,15,0,444,16,711,"2,511","1,756","7,578","2,181","9,723","1,689","2,984","1,481","1,958","1,914","1,618","3,077","2,795","2,604","1,789","2,097","1,669","3,654","1,596","4,196","1,813","7,419","2,229","11,430","2,434","3,902","2,265","2,881","2,067","1,701","2,560",953,"1,817",181,"1,769",15,533,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1283,파주,54,1,715,20,"1,141",593,"2,313","2,038","2,875","5,863","1,743","3,092","1,466","1,912","1,789","1,267","2,527","1,745","2,046","1,761","1,830","1,030","3,227","1,297","3,768","1,218","4,424","1,204","4,245","1,306","1,333","1,423","1,085","1,234",824,975,380,920,113,745,8,294,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1284,문산,816,0,"3,080",15,"7,285","2,514","14,743","7,006","14,835","12,217","9,794","5,970","8,039","6,247","7,424","6,599","8,097","7,882","8,400","6,563","8,852","5,875","8,702","10,229","8,997","8,569","10,256","9,552","10,709","13,861","5,325","10,285","4,268","9,619","3,275","6,743","1,927","4,745",447,"5,305",0,"2,574",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1285,임진강,0,0,0,0,0,0,0,0,2,1,21,157,142,495,4,5,1,2,3,1,4,1,224,230,232,18,492,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1291,서울역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1296,계양,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경의선,1297,검암,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1311,신내,6,0,672,588,"1,598","2,765","4,140","2,187","4,231","2,834","2,341","1,375","1,784","1,109","1,686","1,201","1,753","1,348","1,653","1,369","1,701","1,721","1,807","1,881","2,579","2,290","2,887","2,664","2,162","3,631","1,298","3,033",782,"1,645",620,"1,400",672,"1,126",339,804,3,115,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1312,갈매,7,0,"1,389",371,"3,567","1,254","14,754","2,276","8,575","3,745","5,548","2,148","3,368","2,533","2,673","1,844","3,095","2,003","3,049","2,361","2,835","2,851","2,636","3,435","3,248","2,803","3,457","5,103","4,308","8,392","2,332","8,044","1,917","4,878","2,300","2,776","1,442","3,171",730,"1,871",8,579,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1313,별내,12,0,981,988,"2,000","3,945","7,721","3,369","6,961","4,767","4,336","2,936","3,304","2,433","2,903","2,623","3,092","2,801","2,968","2,533","3,028","3,177","3,566","3,367","4,815","3,421","5,583","5,053","4,692","6,210","2,628","6,243","2,295","3,703","1,903","2,301","1,909","2,431","1,098","1,456",25,364,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1314,퇴계원,5,0,"2,486",530,"5,133","1,504","16,688","3,225","12,061","3,976","7,823","2,222","5,389","2,467","4,326","2,677","4,584","2,711","4,592","2,977","3,619","3,655","3,848","4,518","3,791","5,265","4,507","7,484","5,002","10,860","2,719","10,140","1,925","6,791","1,700","4,450","1,269","5,044",541,"2,871",40,930,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1315,사릉,31,0,"1,974",726,"5,291","2,178","15,292","4,527","11,708","5,610","5,927","2,656","4,616","2,658","3,895","2,583","4,111","2,311","4,266","2,700","3,382","2,995","3,375","2,804","3,460","4,947","4,766","5,420","6,207","10,426","2,953","11,143","1,809","4,951","1,511","5,053",958,"4,589",338,"2,865",34,732,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1316,금곡,12,0,"1,221",318,"2,245","1,124","4,473","1,814","4,174","3,505","2,653","1,752","2,630","1,488","2,115","1,341","2,042","1,746","2,008","1,570","1,815","1,961","2,262","1,743","2,043","2,396","2,306","2,713","3,158","3,376","1,207","3,450",719,"1,747",625,"1,771",555,"1,393",226,"1,090",16,287,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1317,평내호평,433,5,"4,915","1,255","7,903","2,486","23,323","4,153","15,426","8,051","9,061","5,938","8,162","5,078","7,271","4,609","7,715","5,627","6,733","6,218","6,597","7,536","6,657","6,834","7,216","7,832","8,200","12,165","8,062","14,954","5,000","19,037","4,032","9,444","4,129","8,250","3,457","6,337","1,672","5,707",43,"2,036",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1318,천마산,19,0,966,246,"2,885",576,"6,261","1,581","4,618","1,412","3,845","1,736","2,819","1,742","2,384","1,540","2,527","1,767","2,326","1,771","2,259","2,059","1,928","2,519","2,035","2,425","1,950","3,233","2,032","4,243",969,"3,973",668,"3,173",533,"2,488",344,"1,551",165,"1,219",10,287,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1319,마석,30,0,"1,296",496,"5,760","2,791","12,754","5,391","8,646","6,554","6,770","5,334","5,884","4,815","5,325","3,796","5,908","4,047","5,155","4,702","5,113","5,281","5,322","5,201","6,186","4,813","6,460","7,034","6,982","7,871","3,683","11,112","2,970","6,305","2,225","4,865","1,466","3,955",645,"2,131",34,824,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1320,대성리,0,0,155,46,446,297,867,710,859,"1,234",812,"1,046","1,017","1,704","1,512","1,208","1,206","1,262","1,104","1,256","1,252","1,376","1,524","1,072","1,881","1,191","1,821",949,"1,573",775,834,688,555,524,273,453,130,498,71,199,2,1,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1321,청평,0,0,947,131,"1,786",922,"3,025","2,081","3,895","3,614","2,942","3,236","3,087","3,398","4,115","2,625","3,040","3,278","3,094","2,982","3,413","3,320","3,374","2,727","3,780","3,573","4,102","3,505","3,355","3,301","1,837","3,232","1,412","1,727",830,"1,905",483,"1,422",202,902,6,261,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1322,상천,0,0,85,70,241,210,495,356,645,973,525,"1,185",453,"1,765",628,"1,202",601,783,798,500,948,480,"1,335",506,"1,729",405,"1,341",398,683,428,415,320,185,210,89,196,38,154,16,110,1,43,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1323,가평,0,0,684,181,"1,419","1,116","2,415","2,920","3,084","4,656","2,437","4,096","2,909","3,029","4,259","3,291","2,882","4,245","2,937","3,043","3,412","3,857","3,526","3,389","4,449","2,513","4,842","3,008","4,372","3,203","2,371","2,473","1,994","1,712","1,407","1,377",722,"1,183",423,779,22,327,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1324,굴봉산,1,0,45,10,62,95,118,209,153,761,211,645,215,"1,257",335,772,369,501,539,376,654,331,957,320,953,230,769,123,429,162,220,129,101,102,44,74,12,45,7,48,0,4,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1325,백양리,0,0,15,28,19,135,60,211,130,508,77,243,114,587,246,507,289,218,327,179,377,188,453,138,389,137,476,83,351,100,161,58,82,53,61,54,15,36,4,28,2,4,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1326,강촌,1,0,83,27,167,192,239,365,448,"1,459",528,"1,544",516,"2,449",811,"1,943",770,"1,101",932,869,"1,502",832,"1,911",835,"2,203",721,"2,340",486,"1,649",570,972,411,553,299,283,243,114,194,40,261,11,32,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1327,김유정,3,0,92,20,157,86,362,391,344,623,281,"1,147",280,"1,437",340,"1,706",533,"1,215",756,"1,030","1,116",823,"1,362",711,"1,483",520,"1,409",496,919,455,519,319,270,203,129,141,60,141,15,84,14,18,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1328,남춘천,447,1,"1,269",14,"3,341",660,"3,178","2,029","3,785","3,063","4,036","3,570","3,710","3,158","3,854","6,087","3,826","6,510","4,859","3,703","5,393","4,657","5,036","4,362","4,982","3,866","4,775","5,838","4,114","3,403","3,052","7,179","2,978","3,349","2,343","2,106","1,441","2,769",400,"2,172",2,"1,065",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경춘선,1329,춘천,263,1,345,7,"1,435",370,"1,410","1,219","1,729","2,341","1,953","1,965","1,881","2,448","1,993","4,026","1,988","3,323","2,788","3,396","3,687","2,234","4,404","3,056","5,076","1,965","4,553","2,369","3,711","1,610","2,298","2,406","1,852","1,319","1,218","1,250",505,"1,122",91,721,2,568,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1878,달월,0,0,8,9,11,146,104,96,78,352,101,43,53,66,60,96,73,72,77,112,85,97,151,63,120,42,625,76,293,79,94,45,30,37,22,24,10,28,3,21,1,9,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1879,월곶,3,0,"1,011",255,"2,725","1,233","7,004","2,124","5,731","2,423","3,409","2,337","2,779","1,786","2,756","2,542","2,800","2,632","3,233","2,670","3,116","2,850","3,156","2,940","3,352","3,150","3,805","4,565","3,845","6,961","2,754","4,804","2,017","3,283","2,041","3,020","1,241","2,749",656,"1,846",14,406,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1880,소래포구,0,0,"1,899",373,"4,648","1,682","11,570","2,908","9,145","6,068","5,187","6,572","4,816","6,961","6,079","12,911","8,733","14,475","10,427","12,309","13,437","10,698","15,264","9,268","13,622","8,082","10,975","8,671","8,650","10,259","5,399","8,552","4,071","5,844","3,953","4,818","3,153","4,039","1,726","2,956",125,837,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1881,인천논현,1,0,"1,747",546,"4,741","3,478","11,045","6,649","10,222","12,558","6,247","8,398","5,641","5,750","6,232","5,713","6,976","6,896","6,984","7,556","6,721","7,268","7,483","7,997","8,101","8,458","10,099","11,551","12,088","14,900","7,267","10,751","6,410","6,955","7,066","5,864","5,378","4,930","2,953","2,884",306,721,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1882,호구포,5,0,"1,145",799,"2,643","4,278","5,025","13,847","5,871","13,584","3,726","3,047","3,174","2,347","3,334","2,324","3,671","2,738","3,607","2,787","3,535","2,873","3,946","3,435","4,508","3,609","10,448","4,804","12,480","6,133","4,470","4,633","4,148","3,161","3,279","2,972","1,752","2,330","1,047","1,746",107,422,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1883,남동인더스파크,0,0,439,736,801,"3,029",812,"12,846","1,373","15,981","1,181","2,916","1,147","1,491","1,325","1,283","1,476","1,303","1,815","1,371","1,898","1,207","2,511","1,113","2,515","1,148","9,437","1,251","11,854","1,390","3,648","1,539","2,824","1,135","1,698",816,564,480,198,268,20,78,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1884,원인재,39,17,"2,477",678,"5,267","2,271","11,590","3,854","12,768","5,830","7,393","3,623","5,355","3,476","5,324","4,074","5,780","4,533","5,790","4,913","5,147","5,169","5,333","6,152","5,514","7,027","6,258","9,109","6,437","13,250","3,928","9,507","3,493","7,114","3,255","7,040","2,353","5,532","1,475","3,926",236,"1,093",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1885,연수,0,0,"1,890",791,"4,336","2,226","11,017","3,692","9,931","8,145","5,870","4,907","4,819","4,241","5,315","4,533","6,331","5,407","6,105","6,040","5,786","5,678","6,061","6,241","6,990","6,854","6,919","9,234","7,960","13,889","4,839","9,017","4,378","6,584","4,250","5,193","4,010","4,096","2,350","3,119",359,728,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1886,송도,2,0,"1,506",200,"3,179","1,093","7,863","1,716","7,398","2,725","3,660","2,186","3,090","2,280","3,351","2,697","3,947","2,974","3,809","2,781","3,580","2,989","3,228","3,624","3,350","4,178","3,692","5,058","3,732","7,372","2,125","4,921","1,480","3,193","1,183","2,893",855,"2,616",330,"2,101",37,468,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1888,인하대,4,0,"2,364",365,"6,670","2,187","15,685","3,356","12,605","7,828","6,028","4,782","5,259","3,489","5,400","3,796","5,623","4,494","5,530","4,802","5,613","4,944","5,827","5,797","6,926","7,256","7,536","10,339","8,775","15,959","4,541","8,412","3,717","6,273","3,382","5,950","2,958","5,720","1,737","2,929",61,"1,100",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1889,숭의,7,0,"2,485",781,"4,439","2,288","9,791","6,357","8,225","8,821","4,841","3,720","4,174","3,053","4,459","2,959","4,776","3,686","4,435","4,084","4,370","3,793","4,771","4,010","5,010","4,639","7,342","6,058","8,114","8,416","3,571","5,061","2,214","3,629","1,822","3,643","1,321","3,039",798,"1,580",11,556,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1890,신포,2,0,802,152,"1,044","1,023","2,201","2,493","2,117","6,107","1,334","2,554","1,371","2,032","1,641","2,358","1,860","2,492","2,403","2,777","2,360","2,435","2,782","2,583","3,383","2,515","3,904","3,050","5,625","3,812","2,302","2,266","2,190","1,436","1,970","1,174","1,189",937,635,463,0,244,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,수인선,1891,인천,57,2,440,102,644,995,"1,629","2,087","1,562","3,006","1,127","1,250","1,311","1,721","1,189","2,474","1,465","2,819","1,503","2,752","1,559","2,648","1,694","3,368","2,366","2,904","2,507","2,680","1,941","3,292","1,248","2,321",952,"1,469",817,"1,438",424,"1,344",99,650,1,275,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1501,판교,14,4,653,22,"1,451","4,554","3,779","9,588","2,685","21,630","1,763","16,842","1,698","6,741","2,294","5,272","2,266","3,799","2,827","3,814","3,636","3,458","5,702","3,126","5,562","3,432","10,153","4,617","18,997","4,062","13,731","3,224","11,594","1,478","8,232","1,326","3,930",939,"1,294",585,0,216,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1502,이매,5,0,526,31,"1,275",629,"3,543","1,622","3,044","2,140","1,483","1,430","1,179",750,"1,322","1,066","1,198",907,"1,303","1,020","1,181",919,"1,248","1,155","1,437","1,184","2,346","1,895","2,129","2,575","1,081","1,904","1,013",986,"1,078",861,"1,036",666,374,371,9,94,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1503,삼동,0,0,847,106,"3,062",831,"8,813","1,718","11,058","2,011","5,494","1,003","3,173",909,"2,404","1,275","2,153","1,301","2,391","1,499","1,835","1,865","1,817","2,111","1,923","3,058","2,776","4,308","2,617","7,287","1,324","6,883",885,"4,250",684,"4,098",419,"2,892",135,"1,377",1,33,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1504,경기광주,0,0,"2,054",298,"10,161","1,944","28,276","4,128","29,355","7,488","15,813","3,947","9,516","3,407","8,697","4,148","9,025","4,600","8,140","5,649","7,047","6,170","6,765","7,499","7,828","9,853","8,533","13,508","7,816","25,109","4,495","24,325","3,157","14,741","2,513","12,096","1,569","8,536",603,"5,910",0,29,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1505,초월,2,0,"1,049",50,"3,806","1,048","9,261","2,953","10,819","4,363","5,885","1,525","3,598","1,561","3,534","1,570","3,485","1,672","3,305","2,040","2,795","2,221","2,768","2,813","3,618","3,733","4,329","4,517","4,365","8,699","2,069","7,515","1,466","6,696","1,130","4,635",552,"4,436",175,"3,211",0,1,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1506,곤지암,0,0,591,71,"1,673","1,270","5,034","3,932","4,628","4,449","3,359","2,377","2,522","2,028","2,661","1,941","2,549","2,274","2,569","2,152","2,560","2,074","2,951","2,487","3,550","3,053","5,263","3,846","5,621","4,645","2,340","5,502","1,565","2,811",924,"3,203",357,"2,200",160,"1,651",0,1,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1507,신둔도예촌,0,0,424,104,"1,441",322,"3,572","1,398","3,049","2,526","1,938","1,131","1,720",737,"1,370","1,023","1,448","1,194","1,399",986,"1,191","1,004","1,386","1,211","1,680","1,374","2,798","1,933","2,425","2,517","1,114","2,957",750,"1,819",649,"1,948",226,"1,412",99,"1,226",1,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1508,이천,7,0,662,26,"1,914","1,006","5,819","4,006","5,318","6,282","3,672","4,091","3,501","2,562","3,611","3,649","3,439","3,345","3,562","3,437","3,410","3,529","3,624","3,666","4,840","4,128","4,739","4,915","6,461","6,607","3,535","5,568","3,026","4,654","2,598","2,771","1,196","3,536",433,"1,679",2,421,0,0,0,0,0,0,2020-06-03 11:49:09
